ATG7_T1	ATG7_T2	ATG7_T3	pMXS_T1	pMXS_T2	pMXS_T3
Ggh	10388	11327	7240	10808	11181	10762
Nkain3	2	1	0	23	2	4
Gm11872	0	2	0	0	0	0
Gm11873	2766	2730	1903	2655	2795	2661
Gm11871	58	64	56	189	55	128
Gm22817	10	4	0	1	4	3
Gm25977	0	0	4	1	0	2
Gm11875	434	470	303	251	367	417
Gm11876	1	7	3	6	2	1
Prdm13	1	2	10	5	0	2
Ccnc	4	7	2	0	5	8
Tstd3	0	0	0	0	0	0
Usp45	0	0	0	2	0	0
Pnisr	2	11	1	12	4	5
Coq3	28	35	31	134	88	85
Faxc	0	0	0	0	8	0
Gm11885	5	14	1	6	5	5
Gm11880	11	14	10	12	6	13
Gm11882	0	1	0	0	0	1
Fbxl4	856	850	625	921	1025	998
Gm24607	0	0	0	0	0	0
Gm37900	384	364	260	341	400	412
Pou3f2	52	73	68	166	106	172
Gm30731	4	3	2	6	6	3
Gm11878	0	2	2	0	0	0
Gm11881	0	0	0	0	0	0
Gm11879	0	0	0	0	0	0
Gm24078	0	0	0	0	0	0
1700025O08Rik	0	0	0	0	0	0
Gm11884	0	0	0	0	0	0
Gm11888	2335	2308	1601	2728	2820	2485
Gm11889	0	0	0	1	1	0
Gm25978	370	414	237	418	410	386
Gm11890	0	0	0	0	0	0
Gm28448	0	0	0	0	1	0
Gm11892	119	141	61	87	89	119
Gm11891	543	580	354	605	557	640
Gm27243	13	7	12	12	10	15
Mms22l	0	0	0	0	0	0
Klhl32	319	302	207	444	392	387
Gm11899	0	0	0	0	0	1
Ndufaf4	46	28	25	162	75	18
C230012O17Rik	1738	1720	1221	1650	1698	1704
Gpr63	0	0	0	0	0	0
Gm11906	5	1	0	0	0	0
Fhl5	510	620	355	549	585	576
Ufl1	208	186	139	186	275	282
Prdx6-ps2	0	0	0	0	0	1
Gm11897	157	97	101	103	121	127
Gm11894	6	16	30	11	14	56
Gm25975	24	6	16	10	4	32
Gm11896	14	21	3	47	11	19
Gm11893	2072	1971	1272	1515	1668	1918
Gm24977	67	68	45	99	113	116
Fut9	0	0	0	0	0	0
Gm24042	0	0	0	0	0	0
Gm11898	16	40	28	30	20	30
Gm26067	2265	2338	1642	2132	2250	2070
Gm11895	312	253	113	401	298	295
Gm24965	2	2	3	26	7	6
Manea	0	0	0	1	0	0
Bhmt-ps1	0	0	0	0	0	0
Gm11903	0	0	0	0	0	0
Gng2-ps1	894	909	582	906	884	841
Gm11905	1329	1242	1104	1064	1161	1326
4930548K13Rik	34	30	27	35	33	14
Gm11904	1993	1928	1506	1868	1898	1927
Gm11902	3	11	2	11	6	0
Gm11901	505	459	285	212	280	345
Gm25173	1	1	0	0	0	0
Gm11914	4	4	4	3	5	9
Tpm3-rs2	70	51	31	453	77	86
Gm11911	1438	1411	1080	1288	1258	1279
Gm11907	0	0	0	0	0	0
Gm25378	20	11	9	8	6	20
Gm11908	109	94	46	72	103	82
Gm11909	0	0	0	0	0	0
Gm11910	1029	1083	796	953	1106	1068
Gm11912	0	0	0	0	0	0
Gm11913	437	369	253	487	468	402
Epha7	608	783	464	695	651	487
Gm11915	14	14	14	15	14	19
Gm11917	2743	2582	1673	2743	2882	2814
Gm11916	0	0	0	0	0	0
Gm11918	0	0	0	0	0	0
Gm11919	574	638	578	380	274	304
Gm11923	1504	1170	866	865	970	1284
Gm11925	12	18	7	27	14	16
Gm11924	37	47	12	39	65	34
4930556G01Rik	0	0	1	0	0	1
Gm22831	5	16	5	4	9	11
Gm11920	0	0	0	0	0	0
Gm25705	218	224	139	181	213	204
Gm11922	0	0	0	0	1	1
Map3k7	0	0	0	0	0	0
Gm11926	3	3	8	1	0	0
Gm26254	793	714	519	657	746	648
Gm11927	0	1	1	0	0	1
Gm11928	30	12	19	53	30	40
Gm11929	0	0	0	9	0	0
Bach2	619	578	337	406	486	445
Bach2it1	3990	4501	3187	4296	4404	4334
Gm24371	22	24	16	20	27	12
Bach2os	6	7	3	8	4	13
Gja10	0	0	0	0	0	0
Gm11933	3	2	0	0	0	0
Casp8ap2	20	23	15	25	16	35
Gm11936	837	834	717	436	517	779
Mdn1	3	2	2	1	1	8
Lyrm2	0	0	0	0	0	0
Ankrd6	0	0	0	0	0	0
Gm11941	0	0	0	0	0	3
Gm11942	0	0	0	0	0	0
Rragd	0	0	0	0	0	0
Gm11943	0	2	3	1	0	6
4933421O10Rik	0	0	0	0	0	0
Ube2j1	167	175	72	250	269	244
Gm11931	26	31	19	38	19	14
Gabrr2	0	0	1	0	0	0
Gabrr1	39	65	31	70	39	58
Pm20d2	3709	3683	2731	3624	3596	3648
Gm11930	556	615	408	580	600	591
Srsf12	190	162	178	198	179	212
Pnrc1	401	353	353	307	303	347
Gm11934	927	878	651	814	805	869
Rngtt	2	4	0	2	3	5
Mir8118	62	76	74	340	337	687
Gm11935	0	0	0	0	0	1
Gm23304	3	7	20	6	5	11
Gm24341	1224	1164	1044	1258	1277	1425
Cnr1	0	0	0	0	0	0
Gm22010	0	0	0	0	0	0
Spaca1	0	0	0	0	1	0
Gm25623	0	2	0	0	2	0
Gm12753	0	0	0	0	0	0
Gm12751	92	108	64	146	99	122
Gm12752	1	4	4	13	9	28
Gm12754	422	522	301	439	398	314
Gm23466	0	0	0	0	0	0
Gm12351	2	8	2	7	0	0
Gm12350	25	25	20	17	20	10
Akirin2	0	0	0	0	0	0
Orc3	1	0	0	0	0	0
Rars2	2	0	5	0	0	0
Slc35a1	30	30	15	11	13	15
Gm22849	1185	1217	824	1055	1055	968
Cfap206	0	7	0	0	0	0
Gm136	868	916	643	747	807	726
Smim8	0	0	0	0	0	0
Zfp292	38	35	34	99	69	60
Gm12363	1	0	0	4	0	2
Cga	1	0	1	0	5	0
Platr9	52	68	31	47	59	81
Gm12361	0	0	0	0	0	0
Gm12362	0	0	0	0	0	0
Mob3b	23	11	10	39	12	26
Gm12364	485	463	378	407	481	408
Ifnk	1100	1380	937	245	527	556
3110043O21Rik	135	159	105	270	191	236
Gm12366	0	0	0	0	0	0
Gm12367	2	4	0	2	0	1
Gm12368	1	2	2	6	2	3
Gm12365	377	335	257	489	423	499
Lingo2	5	3	0	10	4	5
Gm12369	0	0	0	0	0	0
Gm12370	3	4	0	4	2	1
Mir876	0	1	0	0	3	0
Mir873a	0	0	0	0	0	0
Mir873b	0	0	0	0	0	0
Gm23314	2	6	6	6	14	2
Gm12371	0	0	0	0	0	0
Gm12372	561	626	442	546	679	596
Rpl23a-ps6	28	18	12	11	10	34
Gm12374	2878	2996	2002	2004	2269	2601
Gm22732	1	3	5	3	2	11
Gm12375	0	0	0	1	0	0
Gm12378	1	0	1	3	2	9
Gm12379	42	34	33	85	37	57
Gm12380	0	1	0	0	0	0
Gm12381	1	0	1	3	0	0
Gm12382	159	180	114	164	167	181
Gm25581	1	1	0	1	2	0
Gm12383	64	81	74	205	74	54
Gm23607	156	171	114	774	499	404
Gm17094	16	13	10	28	14	33
1700009N14Rik	801	841	538	679	735	687
Gm12385	1138	1052	715	1272	1153	1041
Gm12384	78	61	33	49	51	70
Gm12386	3	1	4	13	3	3
Gm22850	537	605	475	511	527	708
Gm12387	0	1	0	4	0	0
Gm26087	0	0	0	0	0	0
Gm12388	7	14	4	8	6	5
Gm12389	2	5	0	2	8	10
Aco1	0	0	5	0	0	0
Ddx58	11	2	1	6	1	10
Topors	313	264	178	261	283	230
Toporsos	0	0	0	0	0	0
Ndufb6	0	0	0	0	1	0
4930509K18Rik	1	6	1	2	1	3
Gm23338	0	2	0	1	0	0
Tmem215	5	4	3	5	13	13
4933428C19Rik	723	717	376	436	472	515
Gm12391	0	0	0	0	0	0
Aptx	1	3	1	1	2	2
Gm12390	515	591	368	671	574	615
Gm6297	3	1	5	2	4	0
Dnaja1	1	0	0	0	0	0
Mir207	0	0	0	0	0	0
Smu1	11	6	10	27	43	33
Gm12396	0	1	1	0	0	1
B4galt1	0	0	0	0	0	0
Mir5123	316	328	200	282	258	323
Gm24112	0	0	0	0	0	0
Gm25931	3537	3667	2575	3249	3186	3727
Gm12397	933	933	518	865	846	779
Spink4	0	0	0	0	0	0
Bag1	0	0	0	0	0	0
Chmp5	306	309	247	609	530	527
Nfx1	0	0	0	0	0	0
Mir3094	0	2	0	0	1	7
Aqp7	1621	1598	985	1492	1645	1722
Gm25637	33	39	53	38	47	125
Aqp3	447	545	367	451	464	444
Nol6	8	4	11	5	3	9
Gm12402	395	375	280	362	422	341
Ube2r2	1023	969	670	1136	1214	1106
Gm12403	0	0	4	0	1	0
Gm24650	0	0	0	0	0	0
Ubap2	1136	1030	713	1229	1196	1225
Gm22888	133	123	52	70	91	57
Gm24837	290	328	206	202	276	314
Gm23090	774	840	502	774	864	703
Gm12401	1	0	0	0	0	0
Dcaf12	0	0	0	0	0	0
n-R5s183	0	0	0	0	0	0
Gm26049	0	1	0	0	0	0
Gm26084	219	131	110	107	126	105
Ubap1	0	0	0	0	0	0
Kif24	0	2	4	2	0	1
Nudt2	11694	12029	8721	12144	12295	11364
AI464131	7	2	2	4	1	3
1110017D15Rik	0	0	0	0	0	0
Fam219aos	0	0	0	0	0	0
Fam219a	0	0	0	0	0	1
Gm12404	0	0	0	0	0	0
Dnaic1	42	31	28	206	259	137
Enho	0	0	0	1	0	0
Gm12406	113	149	64	135	107	102
Gm12405	3	0	0	0	1	3
Cntfr	0	0	0	0	0	0
Il11ra1	92	94	47	187	112	126
Rpp25l	4	6	12	8	13	2
Dctn3	409	515	393	456	459	403
Arid3c	0	0	2	0	0	1
Sigmar1	5	0	2	17	5	4
Galt	2	0	0	0	3	0
Ccl27a	41	64	54	140	88	180
Gm12407	0	0	0	0	0	0
Gm10601	59	48	25	65	49	56
Gm13307	0	0	0	0	0	0
Gm13302	821	878	592	853	901	913
Gm21541	6	3	6	1	5	2
Ccl19-ps1	413	432	226	379	365	348
Gm20878	0	0	0	0	0	0
Fam205a4	301	199	142	525	509	594
Gm13303	2312	2499	1760	2272	2423	2313
Gm21093	2	3	1	2	0	5
Gm37530	28	11	23	82	40	68
Gm3892	0	0	0	2	0	0
Gm3893	77	91	75	65	119	80
Gm13304	0	0	0	0	0	0
Gm13299	861	737	558	851	870	1041
Ccl19-ps3	2	5	2	7	1	0
Gm13306	932	878	573	949	943	978
Gm13305	1	0	0	0	0	0
1700045I11Rik	0	0	0	0	0	0
Gm17167	5	10	4	1	0	0
Gm13301	0	1	1	0	1	2
Gm5859	30	25	39	134	109	68
Gm17081	0	0	1	0	1	1
Gm10600	1	0	0	0	0	4
Ccl21b	0	0	0	1	0	0
Gm21980	2	3	0	1	7	14
Gm21953	39	68	25	46	24	24
Fam205a3	1	0	0	4	1	1
Gm21586	571	513	377	557	517	559
Gm3883	9	13	19	12	5	12
Gm2163	263	267	154	198	170	176
Fam205a2	199	222	151	111	169	240
Gm10593	0	0	0	0	0	0
Gm10591	7	9	6	10	5	7
Gm2564	6	9	11	9	10	26
Ccl27b	384	397	296	445	408	413
Il11ra2	172	139	114	193	128	213
Gm21955	371	390	321	434	392	426
4930578G10Rik	0	0	0	0	0	0
Gm12395	38	43	16	9	16	48
Ccl19	0	5	4	1	0	4
Ccl21a	0	1	0	0	4	0
Gm12394	387	371	237	395	387	368
Fam205a1	3433	3312	2491	3977	4295	4808
Fam205c	0	0	0	0	0	0
Phf24	0	0	0	0	0	0
Dnajb5	0	0	0	0	0	0
1700022I11Rik	3	6	4	3	9	7
Vcp	1	1	1	5	10	2
Fancg	2	5	0	0	3	1
Pigo	481	466	412	438	460	473
Stoml2	1301	1339	1080	1329	1417	1443
Gm26643	116	138	72	144	135	133
Fam214b	0	0	0	0	0	0
Gm26881	6523	7234	4116	6456	6579	5638
Unc13b	2001	944	706	2260	1061	1125
Gm23709	3	1	0	3	0	2
Gm25010	116	153	110	57	53	61
Atp8b5	2890	2844	2132	2226	2621	2926
Rusc2	373	363	240	383	354	355
Fam166b	129	149	91	127	104	116
Tesk1	0	0	0	0	0	0
Cd72	0	0	0	0	0	0
Sit1	32	14	12	87	42	27
Rmrp	37	76	69	102	53	152
Ccdc107	356	404	315	385	408	418
Arhgef39	2	5	3	1	7	8
Gm12454	3	6	7	11	6	15
Car9	0	0	0	0	0	0
Tpm2	21	22	15	35	33	21
Tln1	0	0	0	2	1	2
Creb3	118	149	95	236	196	297
Gba2	0	0	0	0	0	0
Rgp1	463	323	334	386	445	369
Msmp	23	25	19	20	27	22
Gm12472	614	676	390	735	580	684
Gm25262	0	1	0	1	0	1
Gm12473	0	0	0	0	0	0
Npr2	4583	4903	3368	3410	3779	4730
Spag8	6	9	1	11	10	17
Hint2	152	161	87	154	200	151
Fam221b	115	132	81	166	189	123
Gm12481	646	679	516	725	707	795
Tmem8b	0	0	0	0	0	0
Gm23257	0	0	0	0	0	0
Olfr70	0	1	0	0	1	0
Olfr71	492	503	362	370	346	483
Hrct1	943	806	590	1043	1066	996
5430416O09Rik	18	22	18	33	18	29
Olfr269-ps1	2	6	1	5	5	8
Olfr159	0	0	0	0	0	0
Olfr29-ps1	2	3	0	7	2	9
Gm12492	0	0	4	11	0	0
Olfr156	719	696	551	660	558	475
Olfr157	27	22	9	18	16	7
Olfr155	3	0	0	0	0	0
Reck	223	232	155	211	243	194
Gm27265	108	91	82	147	97	153
Glipr2	947	871	654	765	937	821
Ccin	0	0	0	2	0	3
Clta	261	229	148	227	218	193
Gne	2	0	1	0	1	0
Gm22706	117	87	35	63	67	87
Gm12503	316	301	156	235	194	215
Gm12504	13	6	10	3	5	0
Rnf38	145	119	90	144	141	117
Mir5106	0	0	0	0	0	0
Melk	206	199	103	189	195	132
Gm12677	1	0	0	0	2	2
Gm12455	60	47	18	44	39	47
Gm24376	0	0	0	0	0	0
Pax5	2	0	0	0	0	1
Mir5120	0	0	7	0	1	1
Gm12462	5732	5683	3682	4795	5790	4654
4930517J16Rik	4	0	0	11	1	5
5730488B01Rik	0	1	0	0	2	1
Gm12463	7	1	2	0	1	0
Zcchc7	0	0	0	0	0	0
Gm22639	0	0	0	0	0	0
Gm12678	3	2	0	2	0	1
Gm12493	0	0	0	0	0	0
Gm12679	56	64	31	33	66	155
Grhpr	0	0	0	0	0	0
Zbtb5	11	8	13	16	10	19
1700055D18Rik	0	0	0	0	0	0
Polr1e	0	0	0	0	0	0
Fbxo10	811	766	437	786	802	789
Tomm5	862	724	446	820	908	899
Gm12566	655	585	448	565	687	619
Frmpd1	0	0	0	0	0	0
Frmpd1os	0	0	0	0	3	0
Trmt10b	0	3	0	0	2	0
Exosc3	4	0	4	1	5	2
Gm12585	3	0	4	6	5	11
Dcaf10	15	11	9	19	29	18
Slc25a51	3	0	0	2	0	1
Gm25692	164	163	102	128	160	175
Shb	3	1	0	1	0	2
Gm22518	803	746	527	770	776	774
Gm22055	0	0	0	0	4	0
Gm12411	2	0	0	1	0	2
Gm12408	0	0	0	0	0	0
Gm829	222	241	184	526	308	272
Gm12410	5	1	9	4	8	4
Gm12409	3680	3169	2079	3261	3581	3067
Gm12412	2308	2171	1507	1748	1967	2044
Aldh1b1	202	158	121	188	205	209
Igfbpl1	16	16	6	11	3	11
Stra6l	62	26	34	52	74	87
Ccdc180	0	0	0	0	0	0
Tdrd7	56	95	46	86	80	76
Tmod1	39	42	23	55	51	60
Tstd2	0	0	0	0	0	0
Gm23250	0	0	0	0	0	0
Ncbp1	35	50	36	146	64	71
Xpa	0	0	0	0	0	0
Gm12444	14181	14481	10422	14834	16313	14792
Gm12445	0	0	6	0	2	2
Gm12446	559	645	517	533	566	807
Gm12447	285	224	202	281	197	230
Foxe1	0	0	0	0	0	0
Trmo	0	0	0	0	0	0
Hemgn	627	668	603	640	730	746
Gm12443	818	773	564	756	842	806
Anp32b	0	0	0	0	0	0
Nans	268	262	171	311	292	278
Trim14	0	0	0	0	0	0
Gm22247	0	0	0	0	0	0
Gm16731	19	17	13	25	30	21
Coro2a	332	332	255	384	388	266
Tbc1d2	10	19	4	17	14	15
Gabbr2	0	0	0	0	0	0
Gm568	0	0	0	0	0	0
Anks6	784	659	463	420	457	674
Gm12425	1344	1312	1030	1068	1201	1393
Gm12422	125	131	96	136	137	130
Galnt12	0	2	0	0	2	1
Gm12424	1447	1511	998	1866	2120	2258
Gm12423	0	0	0	0	0	0
Gm12426	0	0	0	0	0	0
Col15a1	28	31	13	11	40	34
Tgfbr1	0	5	3	0	3	5
Gm12430	0	0	0	0	0	0
Alg2	151	160	91	160	163	169
Sec61b	0	1	0	2	0	1
Gm27601	1	0	0	0	0	0
Gm27668	309	292	201	301	318	273
Gm38343	102	70	74	93	83	65
Gm22670	543	435	353	470	522	466
Gm12434	13	6	16	7	34	8
Nr4a3	130	117	86	136	112	138
Stx17	0	0	0	0	0	0
Erp44	68	68	31	92	97	109
Mir1958	175	193	146	187	179	146
Invs	13	9	11	21	15	13
Gm12435	0	2	0	0	0	2
Tex10	50	68	38	63	48	71
Msantd3	0	0	0	1	1	1
Tmeff1	250	167	112	158	130	143
Murc	50	85	47	28	27	21
Gm12439	1	0	0	0	0	0
Gm12438	4242	4088	2594	2405	2932	2261
Gm24573	2178	2280	1760	2277	2343	2104
Gm23746	0	0	0	0	0	0
Gm12436	144	165	84	516	303	282
Gm12442	1	0	0	0	0	0
Plppr1	202	216	133	174	206	191
Gm22685	0	0	0	0	0	0
Gm12453	555	523	330	369	401	404
Rbpsuh-ps1	70	79	75	96	68	238
Acnat2	6	5	1	8	6	6
Gm12451	37	58	49	57	82	49
Gm12452	3408	3718	2577	2509	2442	2530
Acnat1	0	0	0	0	0	0
Gm26424	0	0	0	0	0	0
Baat	9	18	10	59	27	29
Mrpl50	0	0	0	0	0	0
Zfp189	0	0	0	0	0	0
Aldob	0	0	0	0	0	0
Tmem246	0	0	0	0	0	0
Rnf20	0	0	0	0	0	0
Grin3a	8	8	1	7	6	9
Ppp3r2	31	17	8	13	11	13
Gm12459	27	30	21	63	25	44
Gm12458	1	1	2	0	0	1
Gm25485	53	34	39	89	44	29
Gm12460	56	78	18	48	70	71
Cylc2	528	529	310	587	577	620
Amd-ps4	271	205	176	331	285	297
Gm22563	0	0	0	0	0	0
Gm23043	0	0	6	0	2	2
Gm24943	135	140	122	247	145	309
Gm22042	22	16	11	14	9	18
Gm12461	7	11	2	16	11	10
C630028M04Rik	1	7	3	2	3	18
Gm12465	0	0	0	0	0	0
Gm12466	7	11	7	36	21	12
Gm12467	1260	1266	891	1196	1291	1198
Gm12475	580	596	367	502	574	480
Smc2os	996	1048	633	1141	991	911
Smc2	424	432	302	371	302	315
Tmc4-ps	0	0	0	0	0	0
Vma21-ps	0	0	0	0	0	0
Toporsl	1360	1377	1030	1385	1194	1311
4930552N02Rik	108	123	104	109	104	130
Gm12482	216	205	123	214	242	251
Olfr275	0	0	6	0	0	2
Olfr274-ps1	3	2	5	3	1	9
Olfr273	8	1	2	9	7	5
RP23-34J1.5	0	0	0	0	0	0
Cct3-ps1	85	69	73	70	88	73
Olfr272	171	158	96	172	140	147
Olfr271-ps1	1	0	1	7	0	2
Olfr270	0	0	0	0	0	0
Nipsnap3a	0	0	0	0	0	0
Nipsnap3b	0	0	0	0	0	0
Abca1	0	0	0	0	0	0
4930412L05Rik	2457	2393	1758	1744	1907	2182
4930522O17Rik	0	0	0	0	0	0
AI427809	0	1	0	3	7	2
Gm12495	2	5	12	10	3	40
Gm12496	464	470	351	550	455	545
Slc44a1	8	3	4	5	2	0
1700060J05Rik	0	0	0	0	0	0
Fsd1l	0	1	0	1	0	0
Gm12470	1	0	0	0	0	1
Fktn	0	0	0	0	0	0
Gm25445	1771	1525	976	1465	1782	1765
Tal2	321	258	157	250	245	279
Rps15a-ps8	0	0	1	2	0	1
Tmem38b	0	0	0	0	0	0
n-R5s185	0	0	2	1	2	0
Gm12468	16	20	12	21	19	17
Gm23745	138	139	107	112	134	115
Gm24177	0	0	0	0	0	0
Gm12484	0	0	0	0	0	0
Gm12469	710	786	489	755	581	879
Gm25687	1	4	1	16	2	7
Tpt1-ps2	0	0	0	0	0	0
Gm29067	0	0	0	0	0	0
Gm12478	0	0	1	0	0	0
Gm12480	0	3	0	0	0	0
Gm12477	13	9	9	81	81	38
Gm24628	0	0	0	0	0	0
Gm12479	523	514	384	560	518	548
Zfp462	0	0	0	0	0	0
Gm12515	0	0	0	0	0	0
Gm12514	0	0	0	0	0	0
Gm12509	3	0	0	0	0	1
Gm12508	0	1	0	0	0	0
Gm12512	2037	1885	1312	1654	1923	1927
Gm25419	388	353	285	431	375	425
Rad23b	0	0	0	0	0	0
Gm12516	0	0	0	0	1	0
Gm12513	0	0	0	0	0	0
Gm12505	19	9	12	10	7	12
Gm12510	1256	1366	1027	1020	1027	1154
Gm22150	21	14	6	43	54	67
Gm12507	10	1	6	19	7	5
Klf4	0	0	0	0	1	0
Gm12511	883	809	445	621	639	671
Gm12506	27	33	36	91	53	45
Gm12519	0	0	0	0	0	0
Gm12520	0	0	0	0	0	0
2310081O03Rik	1	0	0	2	2	11
Gm12518	50	51	46	201	136	106
Gm26144	1581	1500	970	1472	1594	1728
Actl7b	2	4	0	0	1	1
Gm26657	937	841	575	771	835	838
Actl7a	939	974	738	1028	1087	1042
Ikbkap	27	40	31	14	2	8
Gm22952	2308	2441	1453	2194	2163	1931
Fam206a	738	641	529	653	549	861
Ctnnal1	0	0	0	0	0	0
Tmem245	1467	1689	1100	1639	1909	1787
Mir32	0	0	0	0	0	0
Gm25053	0	0	0	0	0	0
Gm25053.1	2	4	6	13	2	2
Gm22300	228	255	187	319	235	271
Frrs1l	477	433	288	543	460	434
Epb41l4b	0	0	0	0	0	0
Gm12530	17	15	10	28	32	17
Ptpn3	0	0	0	0	0	1
Gm12536	0	0	0	0	0	0
1700042G15Rik	0	0	0	2	0	1
Gm12537	0	0	0	0	0	0
Gm12538	40	37	27	59	61	26
Palm2	4	10	2	30	8	12
Gm12539	0	0	0	0	0	0
Pakap	3	1	1	5	3	4
Akap2	261	202	136	265	273	261
Gm12526	13	12	5	3	2	16
Gm24277	423	410	313	377	415	399
Gm26138	363	341	198	437	314	317
D630039A03Rik	151	141	66	133	133	104
Txn1	0	0	0	0	0	0
Txndc8	1334	1306	1199	850	929	1303
Svep1	1708	1520	1042	1181	1313	1462
Gm26889	45	13	12	58	42	82
Musk	0	0	0	0	0	0
Lpar1	2	1	1	4	5	4
Mir3095	0	0	0	0	0	0
Gm12577	5	2	0	20	5	12
Gm12578	0	0	0	0	0	0
Gm12579	0	0	0	0	0	0
Gm12580	522	466	402	593	565	618
Olfr267	0	0	0	0	0	0
AI314180	121	95	68	100	102	105
Gm26400	0	0	0	0	0	0
Zkscan16	0	0	0	0	0	0
Ptgr1	0	0	0	1	0	0
Dnajc25	0	0	0	0	0	0
Gm20503	4887	4235	3302	3743	3600	4194
Gng10	214	187	139	205	163	210
AI481877	7	7	4	8	16	12
Gm12593	3	26	38	36	27	85
Gm12594	508	526	568	621	637	1120
Rpsa-ps11	1	0	0	0	0	0
Ugcg	477	429	287	534	631	774
Gm12596	0	0	0	0	0	0
Susd1	148	185	67	171	154	141
Gm12527	182	199	133	202	182	193
Ptbp3	17	10	28	16	18	23
Gm12529	2	0	0	1	2	3
1700018M17Rik	0	0	0	0	0	0
Hsdl2	2	0	0	5	4	0
E130308A19Rik	0	0	0	0	1	0
Inip	0	0	0	0	0	0
Snx30	3	1	0	5	8	6
Gm12543	746	808	488	716	736	627
Gm12542	5	2	1	0	7	11
Slc46a2	48	32	32	22	33	34
Mup4	0	0	0	0	0	0
Mup6	324	331	199	329	400	335
Mup7	0	2	3	2	3	0
Mup-ps1	0	1	0	1	1	0
Mup2	31	17	10	106	82	76
Mup-ps2	320	490	633	419	392	992
Mup8	914	900	639	712	686	690
Mup-ps3	0	1	0	5	0	0
Mup-ps29	2	3	0	0	0	3
Mup-ps28	400	419	259	407	489	388
Mup9	0	1	0	0	0	0
Mup-ps4	2673	2830	1961	3613	4148	3231
Mup-ps26	11748	11169	7916	9225	8864	9961
Mup1	0	0	0	0	0	0
Gm13773	180	121	74	188	171	208
Mup-ps6	1013	1130	710	944	1007	874
Mup-ps24	1315	1368	872	1457	1379	1379
Mup10	270	235	194	325	282	293
Mup-ps5	395	415	374	558	539	544
Mup11	15432	15875	11802	15490	16238	15938
Mup-ps7	0	0	0	0	0	0
Mup12	13515	11076	7773	4631	6419	8213
Mup-ps8	0	0	0	0	0	0
RP24-346O11.2	47	54	45	54	61	75
Gm21286	2	1	3	1	0	0
Mup-ps9	3	1	9	0	2	0
Mup13	17	35	26	46	39	29
Mup-ps10	0	0	0	0	0	0
Mup14	458	393	381	438	467	441
Mup-ps11	0	0	0	0	0	0
Mup15	996	912	583	898	1002	895
Mup-ps12	48	84	66	126	78	125
Mup16	11	16	9	11	11	42
Mup-ps13	595	583	383	585	552	585
Mup17	318	264	253	323	361	370
Mup-ps14	0	0	0	0	0	0
Mup18	0	3	0	2	0	0
Mup-ps15	146	143	80	167	135	122
Gm12573	1	2	2	4	0	1
Mup19	6	2	2	13	8	10
Gm13775	3034	3423	2283	3134	2945	3253
Mup-ps16	23	12	9	13	18	10
Mup5	1123	1174	763	1259	1262	1274
Mup-ps23	34	47	39	55	55	117
Mup-ps17	0	0	0	0	0	0
Mup-ps18	16	7	15	13	12	5
Mup-ps19	0	0	0	0	0	0
Mup-ps20	94	101	64	117	85	105
Mup-ps21	0	0	5	2	0	0
Mup20	468	485	318	308	312	481
Mup3	55	74	36	50	68	70
Gm12909	0	4	0	0	0	0
Gm12910	0	0	0	0	0	1
Mup21	438	468	306	511	408	378
Zfp37	1826	1786	1330	1372	1494	1518
Slc31a2	0	0	0	0	0	0
Gm23148	0	0	0	0	0	0
Fkbp15	0	0	0	0	1	0
Slc31a1	1927	1895	1274	1347	1472	1685
Cdc26	1560	1488	1034	1458	1413	1444
Prpf4	94	95	81	28	58	99
Rnf183	0	0	0	0	0	0
Wdr31	33	31	30	68	33	34
Bspry	263	316	237	341	382	481
Hdhd3	4	0	0	3	7	4
Alad	0	0	0	0	0	0
Pole3	0	0	0	0	0	0
4933430I17Rik	4	10	6	6	9	8
Rgs3	28	18	16	38	19	46
Gm11209	0	0	0	0	0	0
Gm11210	0	1	0	0	0	1
Gm11211	1529	1545	981	1695	1463	1100
Gm24117	0	0	1	0	0	0
Gm25391	0	0	0	0	0	0
Gm11481	343	341	219	320	311	326
Gm11480	81	58	67	165	67	83
Zfp618	11	7	17	23	17	10
Ambp	0	0	0	0	0	0
Kif12	0	0	0	1	0	0
Col27a1	2003	1843	1430	1679	1784	1659
Mir455	0	0	0	0	0	0
Orm1	0	0	0	0	0	0
Gm11212	28	28	25	68	39	81
Orm3	0	0	0	0	0	0
Orm2	182	42	53	28	75	131
Akna	0	0	0	0	0	0
Aknaos	0	0	0	0	0	0
Whrn	3208	3774	3103	3354	3809	5669
Atp6v1g1	95	77	61	145	168	167
Tmem268	1360	1213	1173	531	704	997
Gm11483	0	0	0	0	6	0
Gm24448	0	0	0	0	0	0
Gm11213	648	734	440	923	1132	1044
1700018C11Rik	0	0	0	1	3	3
Gm24234	0	0	0	0	0	0
Gm11482	0	0	0	0	0	3
Gm11214	0	0	0	0	0	0
Tnfsf15	94	98	100	86	104	89
Tnfsf8	0	0	0	2	0	0
Rpl17-ps4	26	24	18	68	36	41
Tnc	60	25	45	104	74	67
8030451A03Rik	0	0	0	0	0	0
Gm11216	0	0	0	0	0	0
Gm11217	344	289	194	469	304	239
Gm23950	0	0	0	0	0	0
Gm11218	962	905	774	643	678	851
Gm11219	111	89	54	80	79	69
Pappa	809	825	472	801	798	627
Astn2	0	0	0	0	0	0
Trim32	10	20	25	97	26	45
Gm11484	0	0	0	0	0	0
Gm25480	0	1	3	12	3	4
Gm11220	6080	5426	3924	5397	5340	6007
