AD_C1	AD_C2	AD_C3	ATG7_T1	ATG7_T2	ATG7_T3
Slc12a1	688	689	796	690	701	457
Gm14002	227	226	260	185	165	126
Dut	224	197	198	135	106	80
A530010F05Rik	291	301	331	228	167	153
Gm14003	2	0	0	2	1	0
Fbn1	2592	2639	2620	1408	1565	1194
Gm9913	134	144	170	150	192	104
Cep152	358	341	327	290	259	179
Shc4	236	245	220	221	208	178
Eid1	1149	1181	1093	806	838	630
Secisbp2l	2426	2737	2322	2272	2217	1645
Cops2	1204	1286	1197	1043	1112	698
Galk2	10204	10819	10271	8177	8606	6348
Fam227b	2171	2021	2042	1360	1583	943
Fgf7	0	0	0	0	0	0
Gm26496	3201	3166	2975	2619	2666	1694
Dtwd1	0	0	0	3	6	3
Gm17555	2	1	0	174	151	152
Gm24739	4211	4484	4453	2744	2770	2307
Atp8b4	1589	1351	1397	2138	2161	1513
Gm26697	4042	4321	4288	3206	3457	2295
Slc27a2	22	12	16	9	19	9
Hdc	978	1012	1076	1065	920	731
Gabpb1	0	0	0	182	226	266
Gm23753	391	352	374	608	540	351
Gm27003	3969	4213	4238	2180	2317	1674
Usp8	123	142	117	14	28	37
Usp50	4126	4041	4150	1471	1568	1208
Gm10774	7	4	2	1676	1405	1104
Trpm7	5698	6342	5802	3167	3311	2340
Gm14212	757	661	738	703	695	431
Sppl2a	3	7	0	23	24	11
Mir3473g	31	20	16	14	5	17
Ap4e1	2157	2191	2274	2074	2054	1415
Gm24081	739	707	817	1747	1757	1113
Blvra	0	0	0	51	47	62
Ncaph	1	0	2	39	55	26
Itpripl1	0	0	0	0	0	0
1810024B03Rik	1	0	0	40	45	29
Snrnp200	201	144	166	173	196	120
Ciao1	9	16	4	11	33	5
Tmem127	0	0	0	4	1	1
Gm10766	0	0	0	0	0	0
Stard7	448	467	501	1066	951	642
Dusp2	0	0	0	1	0	0
Astl	70	77	52	461	329	290
Adra2b	0	3	0	0	0	0
Gpat2	1442	1668	1647	842	996	760
Fahd2a	1	6	9	3	0	1
Kcnip3	8	4	2	27	41	13
Gm22613	593	750	692	449	455	252
Prom2	108	125	92	98	97	42
Gm14229	596	595	597	593	600	381
Zfp661	1435	1509	1436	911	990	692
Mrps5	11	4	1	9	11	6
Mal	2181	2181	2156	2410	2315	1686
Gm22889	15275	16567	16409	12476	12768	9656
Gm14245	0	0	0	0	0	0
Gm14244	0	0	0	32	48	18
Mall	6	6	11	67	34	54
Nphp1	1259	1265	1306	1067	1035	788
1500011K16Rik	126	170	167	152	180	128
Bub1	158	212	197	155	163	125
Acoxl	83	92	81	1332	943	609
Gm22411	1830	1826	1783	1802	1725	1158
Gm23101	0	0	0	0	0	0
Bcl2l11	1280	1329	1032	1658	1554	967
Gm14009	28	26	36	15	30	36
Gm14005	799	808	715	509	550	392
Gm14012	2182	2206	2062	4015	3437	2788
Gm14010	278	311	298	253	253	145
Gm29010	2791	2765	2877	1908	2071	1408
Gm14006	594	603	490	611	597	395
Gm14008	449	421	499	313	349	206
Spdye4c	269	287	320	226	202	139
Gm45243	1238	1280	1326	1413	1305	949
Gm14007	10627	10498	9804	5755	6038	4371
Anapc1	677	600	590	633	689	419
Mertk	1085	1206	1233	1259	1230	1134
Gm14011	7	2	8	54	40	25
Gm23172	0	1	4	7	5	12
Tmem87b	235	200	224	304	240	185
Fbln7	846	831	779	464	515	298
Gm22859	0	0	0	0	0	0
Zc3h8	3708	3687	3876	3305	3346	2290
Gm14028	1475	1659	1536	1297	1206	955
4933427J07Rik	418	381	416	232	252	171
Gm10762	2664	3036	2778	1499	1740	1061
Zc3h6	3832	3617	3275	3370	3611	2626
Gm14027	2645	2792	2488	2979	2857	2185
Gm14025	743	709	623	103	130	95
Gm14022	0	2	2	171	133	125
Ttl	0	0	0	28	33	64
Polr1b	0	1	0	2	5	4
Chchd5	19	6	11	41	47	25
AI847159	3	6	2	13	8	5
Gm14026	1	0	1	331	383	185
Gm14029	1323	1268	1237	851	897	714
Gm4430	133	121	134	74	82	71
Gm4430.1	1331	1656	1316	735	690	568
Slc20a1	1531	1303	1430	710	775	419
9830144P21Rik	488	458	437	303	350	166
A730036I17Rik	5650	5649	5855	2393	2856	1692
Gm14024	3626	3600	3711	1133	1379	854
Ckap2l	1158	1055	1052	1046	1024	576
Gm14023	44	41	29	106	178	79
Il1a	0	0	0	0	0	0
Gm25703	2	1	3	111	104	121
Gm14039	0	0	2	116	140	113
Il1b	1718	1647	1577	1736	1602	1231
Il1bos	187	160	172	214	238	115
Spcs2-ps	4716	4466	4766	2423	2382	1548
F830045P16Rik	0	0	0	0	0	0
Gm14040	0	0	0	0	0	0
Gm14041	283	281	291	592	696	436
Sirpa	0	0	0	71	79	98
Pdyn	815	849	824	596	615	421
Gm14046	4	6	3	2	4	0
Stk35	1755	1987	1674	1311	1444	951
Gm28196	804	812	716	395	418	281
Tgm3	0	0	0	0	0	0
Mir6339	5979	5465	5348	7384	7441	4317
Gm22424	1753	1801	1665	870	989	706
Gm24665	1	2	1	15	21	14
AU015228	0	0	0	1	1	0
Tgm6	0	0	0	20	16	59
Snrpb	1260	1198	1113	853	887	597
Tmc2	4578	4583	4336	3624	3773	2798
Nop56	12	3	34	11	11	10
Snord110	3320	3592	3237	2989	2825	1899
Gm24451	3230	3556	3260	4418	4384	3068
Gm23187	2143	2183	2396	1400	1189	955
Gm23650	0	0	0	9	9	14
Snord57	79	52	62	72	60	48
Idh3b	2134	2204	2122	1171	1273	962
Ebf4	25	24	27	627	652	394
Gm14044	0	0	2	5	6	2
Cpxm1	2084	1990	2324	3077	3379	2286
Gm14042	456	461	508	186	194	120
Gm28372	4068	4584	4560	1534	1805	1238
1700020A23Rik	3	1	0	0	1	5
Tmem239	486	466	492	446	377	278
Pced1a	333	357	401	248	255	195
Vps16	0	0	0	15	12	2
Ptpra	378	385	407	269	288	244
Gm23876	611	589	578	525	532	478
4930473A02Rik	2141	1968	2053	1119	1220	849
Mrps26	1136	1152	1113	967	950	724
Oxt	2	1	2	91	57	53
Avp	25	28	33	120	149	151
Ubox5	3	9	17	0	0	0
Fastkd5	0	0	0	2	0	0
Lzts3	0	0	0	0	0	0
Ddrgk1	4823	4263	4700	2296	2455	1590
Itpa	8707	8517	8196	3317	3809	2701
Slc4a11	5010	4967	4956	3463	3825	2579
Gm24893	4	4	5	82	112	80
4930402H24Rik	0	0	0	0	0	0
Gm14057	2001	1955	1930	1359	1410	969
A730017L22Rik	23	9	19	239	161	110
Gm14048	0	1	0	6	0	1
Atrn	0	2	0	0	0	0
Gm14049	47	49	50	48	83	40
Gfra4	9336	9071	8739	15884	16246	11749
Mir6973b	7532	7684	8287	4588	5194	3699
Adam33	644	620	663	345	359	221
Siglec1	1972	1828	1882	1495	1539	1145
Hspa12b	1090	1229	1033	701	828	665
Gm11037	762	738	744	537	542	365
1700037H04Rik	2197	2252	2335	2340	2411	1565
Gm14232	667	670	642	362	388	290
Spef1	0	0	0	0	0	0
Cenpb	6023	6238	5784	4015	4168	2907
Cdc25b	0	0	0	0	0	0
Ap5s1	0	0	0	889	888	611
Mavs	180	145	136	150	139	105
Pank2	1228	1353	1156	814	790	483
Mir103-2	7	0	5	0	1	1
Rnf24	0	0	0	0	0	0
Gm14233	0	0	0	0	0	0
Snrpert	93	55	73	66	68	44
Gm22902	11	15	15	8	23	14
Gm14283	6429	6077	6239	5438	5868	3874
Gm14304	79	79	96	367	315	149
Smox	757	841	773	360	308	236
Adra1d	3629	3541	3690	2323	2430	1849
Gm14285	4400	4202	4272	3931	4061	2753
Gm14280	0	2	1	6	3	3
5330413P13Rik	345	382	410	367	343	257
Gm14282	0	0	0	7	7	0
Gm14281	54	27	34	680	498	378
Erv3	2239	2004	2061	2305	2271	1632
Lamr1-ps1	2103	1760	1907	2219	2231	1532
Prnp	0	0	0	0	0	0
Gm44637	7907	7782	8042	3291	3979	2815
Prnd	0	0	0	4	0	0
Rassf2	618	661	616	503	640	389
Slc23a2	0	0	0	29	36	26
Gm14052	1486	1391	1446	1609	1565	1071
Gm14051	0	0	1	5	3	4
Tmem230	5953	6612	6181	4308	4621	3400
Pcna	0	0	0	0	0	0
AV099323	0	0	0	0	0	0
Cds2	0	0	0	0	0	0
Prokr2	0	0	0	0	0	0
4921508D12Rik	0	0	0	0	0	0
Gm14095	0	0	0	0	0	0
1700026D11Rik	282	218	271	215	221	120
Gpcpd1	227	216	203	145	133	116
AU019990	10	10	14	18	11	14
Rpl23a-ps4	1065	983	1117	565	529	329
Gm14099	80	63	86	218	191	118
Gm14098	3101	3174	3317	1217	1377	1063
1110034G24Rik	1574	1480	1685	928	853	560
Gm14097	0	0	0	7	8	1
Gm22245	0	0	0	10	11	2
Chgb	1146	1137	1102	1060	1057	760
Trmt6	0	4	2	0	0	0
Mcm8	3588	3818	3875	3841	3895	2854
Gm14104	199	195	232	250	252	166
Crls1	2585	2412	2454	1338	1300	976
Lrrn4	1608	1385	1489	403	421	349
Fermt1	0	0	0	1	2	0
Gm14102	1	4	0	895	1444	1568
Gm14101	0	0	0	0	0	0
Gm25704	0	0	0	0	0	0
Gm14103	2267	1953	2013	1924	1882	1509
Gm14094	0	0	0	0	0	0
Gm27449	1831	1711	1681	2390	2332	1454
A430048G15Rik	21905	21026	21679	13929	14128	10214
Gm14100	0	0	0	0	0	0
Bmp2	0	0	0	1	0	0
Mir3090	0	0	0	0	0	0
Gm25258	0	0	0	0	0	0
Hao1	2354	2528	2473	1618	1651	1192
Tmx4	0	0	0	120	173	172
Gm14037	274	262	279	231	255	159
Gm14038	1784	1620	1698	2685	2535	1647
Plcb1	1248	1127	1272	1521	1578	923
Gm14036	0	0	0	66	45	59
4930545L23Rik	0	0	0	57	39	24
9630028H03Rik	0	0	0	0	0	0
Platr3	568	602	637	786	728	514
Plcb4	1364	1226	1331	837	915	659
Gm14209	660	718	632	475	502	374
Gm14211	1040	1130	1077	1443	1623	1174
Gm14210	0	0	5	0	0	0
Gm26227	2	0	2	46	95	3
Lamp5	0	0	0	6	2	0
Pak7	3	2	3	18	28	13
Gm14218	0	0	0	0	0	0
Gm14056	4461	4291	4491	2125	2395	1879
Gm14054	0	0	0	0	0	0
Ankef1	840	740	758	584	714	522
Gm36967	5	4	3	6	10	7
Snap25	880	933	907	1169	1095	762
Gm14053	0	0	0	3	0	0
Mkks	1372	1265	1321	1345	1341	892
Slx4ip	43	18	21	64	84	50
Jag1	0	0	0	6	1	0
Gm28214	1110	923	883	4993	5189	3209
Gm14055	0	0	0	2	0	0
Gm14064	1076	977	940	999	1117	651
Gm14062	32	30	29	71	63	63
Btbd3	0	0	0	0	0	0
Gm14061	1144	1153	1071	1224	1214	770
Mir1952	5441	5065	5421	3445	3380	2443
Gm14065	292	229	304	204	160	129
Gm14067	1538	1432	1518	537	531	395
Gm14069	2559	2585	2426	2276	2333	1584
Gm14066	1562	1582	1491	906	811	710
Gm14071	2995	3022	2917	1662	1748	1205
Sptlc3	23	4	7	19	22	18
Gm27385	75	63	49	54	82	28
Ism1	1173	1123	1172	1982	2003	1211
Tasp1	1	0	0	0	0	3
Gm14070	2582	2435	2551	3974	4230	2863
Rps19-ps7	1991	1742	1799	814	992	870
Gm14073	379	386	349	341	325	183
Esf1	2430	2172	2474	2158	2319	1739
Gm17374	441	397	384	541	520	341
Ndufaf5	1358	1279	1294	1130	1055	671
Sel1l2	7351	7378	6732	5973	6439	4399
Macrod2	1256	1119	1234	1415	1418	957
Gm23846	574	591	592	436	386	292
Flrt3	2502	2766	2439	2180	2167	1490
Calr-ps	1583	1566	1591	1362	1417	898
Zcchc9-ps	682	724	709	481	487	356
Macrod2os2	1530	1449	1533	1202	1152	867
Macrod2os1	2290	2084	2188	1719	1648	1293
Gm25583	1909	1889	1906	2610	3500	3954
Fau-ps1	1918	1977	1960	1634	1566	1041
Gm23179	12435	12015	12648	9801	10264	7091
Rpl26-ps5	7	10	18	1	2	1
Rbmx2-ps	2132	1915	2047	2284	2153	1438
Kif16b	1553	1613	1540	1216	1176	872
Gm22310	1616	1424	1483	1128	1099	767
Kif16bos	1407	1496	1627	1244	1299	873
Snrpb2	5195	5370	4771	3844	3905	2583
Otor	1150	1156	1263	996	846	562
Gm14083	526	506	438	318	347	209
Gm14082	1	0	0	24	6	3
Gm11644	1678	1573	1488	2887	2746	1952
Gm11645	0	0	0	13	8	13
Pcsk2os1	830	735	713	713	708	560
Pcsk2	2595	2613	2429	1994	1992	1278
Pcsk2os2	856	806	804	617	685	532
Bfsp1	1838	1869	1797	1482	1586	1196
Rps13-ps6	32	48	30	251	223	195
Gm11673	0	0	3	8	8	13
Gm11686	2055	2327	2058	1145	1147	995
Dstn	1567	1472	1604	1139	1192	817
Rrbp1	0	0	1	0	1	0
Banf2	112	113	104	229	277	183
Banf2os	1932	2071	1643	2235	2131	1407
Gm5535	3724	3464	3229	3477	3565	2238
Gm11687	1470	1524	1536	775	880	579
4930444E06Rik	6053	6905	6326	3088	3266	2350
Snx5	1826	1941	1981	4320	4305	2799
Gm11688	1	0	1	0	0	1
Gm26165	0	1	1	37	44	19
Snord17	0	0	0	0	0	0
Mgme1	709	676	559	1896	1993	1195
Ovol2	1153	1082	1013	1337	1239	963
1700108N11Rik	7703	8472	7946	2829	2941	1945
Gm11700	1	0	0	2	4	0
Gm11701	0	0	0	0	0	0
Csrp2bp	4270	4400	4477	3742	3821	2843
Pet117	880	954	853	612	644	439
Zfp133-ps	653	711	680	523	474	339
Dzank1	1493	1408	1582	1342	1447	889
Polr3f	25524	26906	26447	12730	15032	11521
Rbbp9	139	114	140	47	56	24
Sec23b	3220	3527	3404	1704	1832	1498
Gm561	12161	13278	13580	5603	6106	4460
Dtd1	4	0	0	15	31	11
Gm24823	0	0	0	0	0	0
Gm11743	0	0	0	0	0	0
Scp2d1	0	2	7	3	4	0
Gm11746	625	655	531	384	440	361
Slc24a3	18168	20074	14793	4478	5437	4497
Gm14093	420	441	415	447	455	374
Gm22731	1417	1447	1406	1208	1118	706
Gm22390	0	0	0	0	0	1
Gm11759	1071	1109	960	1024	1153	850
Gm14092	0	0	0	0	0	0
BC039771	0	0	0	3050	2508	1698
Gm11763	2422	2480	2439	2507	2552	1671
Rin2	2116	1990	2031	964	1094	760
Gm25026	0	0	0	23	33	34
Gm11764	0	0	0	0	0	0
Naa20	5066	5587	5028	5221	4930	4179
Crnkl1	0	0	0	6	4	1
Cfap61	2893	3077	2994	1777	1887	1221
Insm1	2892	3007	3039	1781	1855	1477
Ralgapa2	1025	1069	913	1475	1507	1083
A930019D19Rik	0	0	0	0	1	0
Gm14117	364	338	401	332	337	220
4933406D12Rik	844	866	747	767	665	431
Gm14111	4109	4395	4170	2793	2971	2478
Gm14114	1489	1436	1322	1162	1206	853
Kiz	2292	2459	2476	1390	1611	1257
Xrn2	0	0	0	0	0	0
Nkx2-4	0	3	0	1	22	7
Gm14116	0	0	5	135	81	64
Nkx2-2	0	0	0	0	0	3
Nkx2-2os	0	0	0	0	0	0
6430503K07Rik	4	3	0	7	3	8
Gm22261	0	0	0	46	47	47
Gm14115	1	2	6	52	45	33
Gm14113	11188	10701	11151	3437	3385	2407
Nkx2-2os.1	8811	8201	8413	7117	6622	4217
Gm14110	3382	3488	3337	1272	1446	992
AI646519	6624	6969	6646	2698	3032	2095
Pax1	964	903	963	477	521	398
Gm14109	1511	1580	1432	952	935	800
Gm14107	5814	6739	6267	5456	5697	4148
Gm14106	1894	1960	1933	1874	1922	1201
A530006G24Rik	3998	4127	4254	2334	2453	1610
Gm25516	296	270	276	133	137	124
9030622O22Rik	0	0	0	4	0	0
Foxa2	1790	1909	1797	2054	2202	1463
Gm27420	3265	3593	3474	1805	1966	1474
Gm14108	0	1	1	0	1	2
Gm24221	36	43	39	24	42	35
Sstr4	14623	15907	15217	10137	10899	7608
Thbd	2025	1880	1761	2828	2980	1970
Gm14119	0	0	0	0	0	0
Cd93	0	0	0	11	24	8
Gm14120	36	21	25	26	23	23
Gm25866	78	79	112	21	32	10
Nxt1	891	1036	984	787	887	609
Gzf1	14	3	4	32	9	24
Napb	1	1	6	41	81	101
Cstl1	456	419	473	344	318	218
Cst11	3	2	1	332	371	215
8030411F24Rik	1	0	0	1	1	0
Cst12	3308	3361	3395	2733	2774	2086
Cst8	1282	1247	1309	1455	1296	778
Cst13	0	0	0	0	0	0
Cst9	4	1	5	9	9	7
9230104L09Rik	1152	1265	1231	981	885	503
Cst3	0	0	0	10	13	7
Gm38221	999	1060	1045	974	1103	726
Gm14129	0	5	0	6	10	5
Gm1330	0	0	0	12	30	43
Gm10750	7095	6820	6790	6983	7143	5123
Gm14135	561	555	517	545	521	377
Gm14132	300	241	266	138	161	117
Gm14131	500	461	373	472	459	350
Cst10	0	0	0	0	0	2
Gm24551	0	0	0	0	0	0
Gm14130	0	0	0	0	0	0
Gm14133	1	0	3	8	4	0
Syndig1	0	0	0	0	0	0
C530025M09Rik	1173	1198	1033	2608	2358	1752
Gm14140	1646	1470	1544	1290	1184	808
Zfp120	1	0	0	0	0	0
Gm10770	5694	5750	5108	4252	4748	3698
Gm14139	1625	1790	1772	1743	1948	1349
Zfp937	3762	3691	3788	2060	2307	1631
Gm21994	1216	1248	1301	1007	1082	726
Gm14124	1	2	0	0	0	0
Gm14125	0	0	2	1	0	0
3300002I08Rik	1850	1546	1642	1217	1246	892
Gm10130	0	0	0	6	9	8
Gm14126	6453	6400	6417	3471	3799	2717
Gm14122	0	0	0	0	2	0
Zfp442	0	0	0	0	0	0
Gm14127	14	24	10	69	49	63
Zfp345	2043	2264	2179	2787	2914	1945
Gm14121	765	671	720	1569	1689	1048
Gm14128	0	0	0	3	5	0
Cst7	1032	938	1135	557	631	490
Apmap	36421	35251	40356	16931	19948	16284
Gm14123	0	0	0	0	0	0
Acss1	0	0	0	0	0	0
E130215H24Rik	0	0	0	0	0	0
Vsx1	0	0	0	0	0	0
Platr15	1	0	0	0	0	0
Gm28450	0	0	1	0	0	0
Gm26681	1	0	0	0	0	0
Entpd6	3	2	0	33	27	23
Pygb	49	39	54	59	71	36
Abhd12	2495	2460	2463	2116	1873	1147
Gm23598	439	492	458	432	384	334
Gins1	1973	1785	1877	1847	2073	1420
Gm14143	660	616	593	638	720	479
Ninl	18	6	13	26	18	17
Gm14142	48	44	39	87	101	57
Gm14141	11661	11756	11668	10697	11240	7945
Nanp	1206	1202	1146	1017	1001	700
Gm22187	1697	1703	1599	601	781	564
Gm24199	121	112	129	261	265	252
Gm14151	632	587	610	1455	1506	968
Gm14147	2195	1992	1903	5125	5210	3478
Gm14145	3020	2671	2790	1486	1768	1285
Gm22517	1231	1134	1176	1270	1382	874
Gm14149	917	920	943	1160	1290	567
Gm14144	0	0	0	168	123	119
Gm23005	0	0	0	10	7	0
Gm24077	2654	2909	2596	5507	5564	3599
4930442J19Rik	555	609	555	402	410	314
Gm23261	221	194	233	185	196	116
Gm14148	10	16	7	294	314	412
Gm14152	449	538	508	437	391	307
Gm24868	0	0	0	0	0	0
Gm14150	0	0	0	97	34	33
Gm14146	0	0	0	0	0	0
4921509C19Rik	1436	1525	1475	920	947	706
Nsfl1c	0	0	0	0	0	0
Gm14167	0	0	0	0	0	0
Fkbp1a	0	0	0	3	0	0
Sdcbp2	0	0	0	3	5	8
Snph	711	794	695	783	814	613
Rad21l	2	0	1	0	2	0
Tmem74bos	2505	2506	2606	2685	2702	1863
Gm14159	0	0	0	6	12	11
Tmem74b	2156	2046	1916	2529	2168	1554
Psmf1	84	86	110	165	213	207
4930556L07Rik	0	0	0	46	42	34
Gm14153	0	0	0	26	8	23
Gm14155	278	267	287	498	458	352
Rspo4	1796	1641	1838	1088	1138	735
Rspo4os	561	531	442	293	245	189
Angpt4	0	0	0	0	0	0
Gm14154	0	0	0	0	0	0
Mir1953	0	0	0	0	0	0
Fam110a	0	0	0	116	100	87
Slc52a3	984	991	973	1106	1107	918
AA387200	0	0	0	3	0	0
Scrt2	3	5	7	15	9	16
Srxn1	1356	1417	1337	626	640	514
Tcf15	5	0	0	4	8	1
Rps15a-ps7	2	1	1	0	3	0
Csnk2a1	1182	1325	1188	836	846	583
Tbc1d20	97	154	91	902	748	586
Rbck1	732	802	766	678	764	606
Trib3	33	25	11	37	50	16
Gm14164	1016	988	951	670	631	522
Gm14165	684	649	660	594	565	408
Nrsn2	0	0	0	0	0	3
Sox12	0	0	0	0	0	0
Zcchc3	2	2	0	93	79	44
6820408C15Rik	139	151	137	336	369	250
Gm27343	1761	1565	1676	1186	1259	959
Gm14158	480	480	416	770	608	501
Defb23	0	0	0	23	19	14
Gm14156	2703	2898	2641	2193	2073	1611
Defb20	0	0	0	2	2	2
Defb22	6710	6642	6312	4356	4358	3390
Defb26	1366	1299	1230	796	919	589
Defb28	0	1	0	4	0	0
Defb29	0	2	1	879	950	659
Gm14161	5	8	3	3	1	4
Gm17416	59	60	87	60	56	33
Defb21	2236	1776	1967	2102	1953	1324
Defb19	3354	2936	3062	2636	2472	1753
Defb45	3062	3126	3155	1095	1248	854
Defb36	918	743	850	781	733	510
Gm14163	1214	1153	1365	1333	1418	1099
Defb25	2762	2563	2712	2025	1943	1462
Rem1	182	194	210	350	328	240
1700030C14Rik	3100	3212	2776	4542	4256	3090
H13	659	678	577	879	916	601
Mcts2	2330	2056	2136	2261	2262	1524
Gm26841	2640	2496	2349	3124	2860	1885
Id1	1143	1069	1114	998	1097	691
Gm14162	11196	10500	10801	7518	8360	6251
Cox4i2	1703	1594	1586	2955	3215	1752
Gm23802	1762	1510	1692	802	876	608
Bcl2l1	1516	1555	1392	1522	1550	1091
Tpx2	3428	3322	3242	1942	2313	2089
Mir5622	1614	1503	1617	1611	1720	1186
Mylk2	0	0	0	12	22	38
Foxs1	0	0	0	0	0	0
Dusp15	3518	3085	3230	3985	4126	2432
Ttll9	0	0	0	16	21	8
Gm14199	4	0	0	17	22	12
Pdrg1	1140	1178	1017	2903	2866	2127
Xkr7	12927	12128	13443	7990	8567	6172
Ccm2l	4599	4685	4267	4292	4315	2898
Hck	418	339	374	291	342	170
Gm25643	1017	994	930	1002	1140	932
Tm9sf4	285	255	272	1609	1243	754
Tspyl3	1117	1123	1139	884	943	615
Plagl2	690	636	696	596	604	361
Pofut1	914	809	881	807	781	560
Kif3b	1188	1340	1137	1275	1282	893
2500004C02Rik	1908	1818	1930	1303	1448	1019
Asxl1	163	146	151	219	238	119
Nol4l	892	815	846	1308	1200	748
Gm14472	385	307	322	288	303	222
4930404H24Rik	403	354	305	345	372	250
Commd7	1912	1888	1689	2005	1761	1291
Dnmt3bos	1171	1109	1132	1150	1220	791
Dnmt3b	326	330	382	1036	1167	869
Dnmt3c-ps	0	0	0	0	0	0
Mapre1	0	0	0	143	107	73
Efcab8	1419	1662	1368	885	974	677
Gm14494	3	3	1	4	10	13
Sun5	0	0	0	0	0	0
Bpifb2	1269	1269	1238	1470	1549	984
Bpifb6	4170	4140	4309	2491	2380	1947
Bpifb3	10	7	9	1	9	5
Bpifb4	2068	1799	1858	1181	1182	885
Bpifa6	4488	4667	4205	4671	4783	3245
Bpifa2	2523	2870	2808	3815	4915	4410
Gm21850	0	0	0	0	0	0
Gm14497	15	28	20	30	22	5
Bpifa3	814	787	726	671	640	434
Bpifa1	3639	3723	3345	2645	2761	1824
Bpifa5	5	3	6	35	24	23
Bpifb1	2971	2862	3092	1915	1974	1206
Bpifb5	3	2	0	9	7	7
Bpifb9a	2154	2093	2235	1265	1362	855
Gm14197	284	308	262	207	234	105
Bpifb9b	255	223	253	153	179	146
Cdk5rap1	0	0	0	0	0	0
Snta1	3456	3560	3769	2438	2673	1841
Cbfa2t2	11	5	10	130	85	43
Necab3	1043	1018	961	438	432	247
1700003F12Rik	3649	4066	4125	1851	1894	1517
Actl10	49	59	40	39	32	33
E2f1	78	67	85	424	406	284
Pxmp4	4957	4768	4458	2489	2712	1932
4930519P11Rik	1915	1771	1718	2279	2366	1596
Zfp341	1272	1196	1157	2152	1974	1451
Gm14198	1263	1493	1351	1222	1257	912
Chmp4b	8	1	6	3	4	10
Rpl5-ps2	3	0	0	1	2	0
Gm14215	0	0	0	175	187	170
Gm14216	0	0	0	0	0	0
Gm14214	492	592	545	346	381	296
Raly	1	1	0	2	1	0
a	0	1	4	0	0	0
Eif2s2	1294	1349	1038	159	221	158
Gm14226	3741	3916	3687	2170	2030	1718
Ahcy	19	1	7	11	17	9
Gm45609	1368	1397	1179	2260	1856	1278
2310005A03Rik	0	0	0	0	2	1
Itch	0	0	0	1	6	0
Gm14227	2130	2172	2104	1430	1508	1214
Dynlrb1	103	126	99	175	116	96
Map1lc3a	656	718	603	772	801	551
Pigu	792	758	767	683	707	499
Mir695	0	0	0	87	58	42
Trp53inp2	608	502	496	496	299	328
Ncoa6	0	0	0	2	14	7
Gm14239	782	643	743	537	577	340
Gm14238	2936	3114	2996	3934	3651	2461
Ggt7	65	69	53	444	367	215
Acss2	875	1001	1013	560	587	450
Mipep-ps	110	170	152	147	138	113
Gm20637	18173	18505	18188	14096	15649	12309
Acss2os	1222	1270	1256	651	632	522
Gss	724	713	806	582	528	408
Gssos2	0	0	0	0	0	0
Gssos1	992	1267	1136	1098	1166	810
Gm14257	738	745	725	543	505	394
Myh7b	0	0	0	1	4	0
Mir499	2931	3178	2836	3097	3024	2132
Trpc4ap	87	104	61	129	104	90
Gm22334	589	585	498	419	399	385
Edem2	724	778	697	970	901	647
Gm17581	6791	6137	6564	4081	4420	3113
Procr	0	0	0	0	0	0
Mmp24	2	0	1	209	209	137
BC029722	0	0	0	3	3	0
Eif6	330	397	356	404	410	233
Gm16098	0	0	0	0	0	0
Fam83c	1545	1560	1524	1135	1255	817
Uqcc1	1	0	0	5	3	3
Gm15557	253	234	247	209	190	140
Gdf5	2571	2272	2161	2838	2786	1749
Cep250	3883	3866	4013	3843	3752	2743
6430550D23Rik	342	349	381	215	217	133
Ergic3	843	943	936	682	759	626
Fer1l4	266	252	182	1714	818	586
Gm14240	1194	1265	1277	2333	2244	1707
Spag4	0	0	0	1	0	1
Cpne1	545	512	483	332	332	338
Gm28036	5	6	1	4	4	0
Gm37274	0	0	0	0	4	0
Rbm12	2567	2581	2545	2108	2219	1567
Nfs1	1	0	1	690	1207	1697
Romo1	3	7	0	674	3674	8830
Rbm39	1012	1089	1116	703	793	551
Phf20	3438	3529	3129	4612	4206	2888
Scand1	659	641	680	411	427	341
Cnbd2	1923	2095	1986	2087	2016	1510
Gm14251	0	0	1	5	3	0
Gm22759	6	2	8	5	2	3
Gm14252	1041	1093	969	839	835	643
Gm14253	1470	1518	1456	1312	1303	971
Gm14170	0	0	0	0	0	0
Gm22316	294	258	232	283	209	175
Rpl21-ps9	830	833	924	501	498	356
2900097C17Rik	785	898	824	696	609	435
Gm14173	517	604	567	573	503	354
Gm22758	0	0	0	0	0	0
Epb41l1	155	172	172	144	174	136
Gm14225	0	0	0	0	0	0
Gm14224	448	430	413	269	295	228
Aar2	53	42	62	811	730	516
Gm14168	2675	2675	2520	1850	1976	1355
Gm14169	0	0	0	0	0	0
Dlgap4	3953	4583	4299	2268	2339	1804
Gm14174	0	0	0	0	0	0
Gm14172	476	499	439	294	255	212
4930405A21Rik	1109	974	1077	480	482	381
Myl9	2	0	0	19	29	22
Gm14231	244	239	236	224	217	199
Gm14230	395	375	376	259	281	199
Tgif2	4839	4959	5492	2338	2540	2034
5430405H02Rik	92	97	85	58	83	44
Gm37790	0	0	2	2	2	1
4930518I15Rik	7855	8592	7436	3712	4121	3197
Gm27651	1304	1360	1523	1281	1339	932
1110008F13Rik	4714	4607	4821	5708	5919	3930
Sla2	5	12	8	2681	2375	1820
Gm14278	6	3	9	16	34	29
Gm14248	1704	1889	1871	2473	2309	1786
Gm14247	257	253	213	397	357	222
Ndrg3	975	1063	1049	785	819	589
