	chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value
1763	chr13	71440508	71440557	DACH1	0	-	71440508	71440557	0	1	49	0	-3.62167069828248	0.00141402296049764
1764	chr13	71865947	71865996	DACH1	0	-	71865947	71865996	0	1	49	0	-1.63077722846911	0.000664156625373446
1765	chr3	49531324	49531373	DAG1	0	+	49531324	49531373	0	1	49	0	0.553568707591777	0.00292722382333865
1766	chr3	49532073	49532122	DAG1	0	+	49532073	49532122	0	1	49	0	1.81237875643078	0.000125124741248595
1767	chr3	49532273	49532322	DAG1	0	+	49532273	49532322	0	1	49	0	-1.76978056249136	6.04675720379256e-05
1768	chr3	49532972	49533021	DAG1	0	+	49532972	49533021	0	1	49	0	1.67352669216186	0.00165115393947157
1769	chr19	3959092	3959141	DAPK3	0	-	3959092	3959141	0	1	49	0	0.706341668639477	0.000226646439759226
1770	chr7	87907316	87907365	DBF4	0	+	87907316	87907365	0	1	49	0	-3.71357206669494	0.00223891102738794
1771	chr3	53287255	53287304	DCP1A	0	-	53287255	53287304	0	1	49	0	1.47508985990273	0.00313274379651507
1772	chr16	30424038	30424087	DCTPP1	0	-	30424038	30424087	0	1	49	0	-2.67085917277613	1.58899065879625e-05
1773	chr16	30424282	30424331	DCTPP1	0	-	30424282	30424331	0	1	49	0	3.11852068253034	0.00110719617246524
1774	chr16	20860200	20860249	DCUN1D3	0	-	20860200	20860249	0	1	49	0	1.56414163751833	0.00373347121101664
1775	chr19	17319867	17319916	DDA1	0	+	17319867	17319916	0	1	49	0	1.00892353390776	0.00420812674694471
1776	chr1	15661008	15661057	DDI2	0	+	15661008	15661057	0	1	49	0	-1.04721757954491	0.000107539284769698
1777	chr12	9418186	9418235	DDX12P	0	-	9418186	9418235	0	1	49	0	6.10479323241497	0.000196705643594419
1778	chr22	38486336	38486385	DDX17	0	-	38486336	38486385	0	1	49	0	1.3895784363211	0.00134050144589248
1779	chr22	38488067	38492056	DDX17	0	-	38488067	38492056	0	2	49,1	0,3989	-0.548909696379219	0.00113707898594273
1780	chr2	117821241	117821290	DDX18	0	+	117821241	117821290	0	1	49	0	4.85981240436167	0.0019140040657214
1781	chr2	117831337	117831386	DDX18	0	+	117831337	117831386	0	1	49	0	-0.62274353997105	0.000863499362483977
1782	chr16	70372179	70372228	DDX19A	0	+	70372179	70372228	0	1	49	0	-1.45606817758991	9.44296222541441e-05
1783	chr16	70372479	70372528	DDX19A	0	+	70372479	70372528	0	1	49	0	-1.64544834995712	4.04620107389286e-05
1784	chr16	70333584	70333633	DDX19B	0	+	70333584	70333633	0	1	49	0	-0.590868331439528	0.00433387636611138
1785	chr12	48830300	48830349	DDX23	0	-	48830300	48830349	0	1	49	0	-0.597658413381273	0.0027310629348557
1786	chr12	48836658	48836707	DDX23	0	-	48836658	48836707	0	1	49	0	4.56954301146413	2.34501279801069e-05
1787	chr16	68021523	68021572	DDX28	0	-	68021523	68021572	0	1	49	0	0.926762031741452	0.000798259622577402
1788	chr16	68021873	68021922	DDX28	0	-	68021873	68021922	0	1	49	0	0.932127113102337	0.000298069594337647
1789	chrX	41347650	41347699	DDX3X	0	+	41347650	41347699	0	1	49	0	-2.44524139339557	0.00139916532525464
1790	chr5	177511675	177511724	DDX41	0	-	177511675	177511724	0	1	49	0	0.922536248211886	0.00125432992138463
1791	chrX	23001842	23001891	DDX53	0	+	23001842	23001891	0	1	49	0	-3.47351804225164	0.0012807537023708
1792	chr12	113158567	113158616	DDX54	0	-	113158567	113158616	0	1	49	0	-1.2104365111302	0.00323580086339858
1793	chr12	123620391	123620440	DDX55	0	+	123620391	123620440	0	1	49	0	4.43590586589277	0.000839943134020693
1794	chr19	42199537	42199586	DEDD2	0	-	42199537	42199586	0	1	49	0	0.613931945004527	0.000700665487568642
1795	chr19	42199636	42199685	DEDD2	0	-	42199636	42199685	0	1	49	0	1.145132304303	0.00151170157877978
1796	chr1	224189808	224189857	DEGS1	0	+	224189808	224189857	0	1	49	0	-0.671485683695827	0.00109678803155622
1797	chr8	141168310	141168359	DENND3	0	+	141168310	141168359	0	1	49	0	-1.54470036651733	0.00134741142025541
1798	chr15	65690733	65690782	DENND4A	0	-	65690733	65690782	0	1	49	0	1.3708381028832	0.000372720636089508
1799	chr9	19286777	19286826	DENND4C	0	+	19286777	19286826	0	1	49	0	4.59511985013459	0.00305573068138665
1800	chr11	9145702	9145751	DENND5A	0	-	9145702	9145751	0	1	49	0	4.99721227376411	0.00149732402568781
DENND5B,7655	chr12	31451994	31452092	DENND5B	0	-	31451994	31452092	0	1	98	0	2.02438176452826	3.47196272163538e-05
1801	chr3	57627882	57627931	DENND6A	0	-	57627882	57627931	0	1	49	0	2.57133915556031	6.35463580808127e-05
1802	chr16	10929181	10929230	DEXI	0	-	10929181	10929230	0	1	49	0	1.73624282229856	0.00283392077482847
1803	chr16	10941867	10941916	DEXI	0	-	10941867	10941916	0	1	49	0	-5.1590552990535	0.00175499311110916
1804	chr16	10942254	10942303	DEXI	0	-	10942254	10942303	0	1	49	0	-0.767808709328964	0.00145104388966366
1805	chr22	19134018	19134067	DGCR14	0	-	19134018	19134067	0	1	49	0	-1.18040172167659	0.0002013682937686
1806	chr22	20086032	20086081	DGCR8	0	+	20086032	20086081	0	1	49	0	5.41164605169403	4.86420022038914e-08
1807	chr11	46380406	46380455	DGKZ	0	+	46380406	46380455	0	1	49	0	2.06918504155553	1.68635418593688e-05
1808	chr1	54850624	54850673	DHCR24	0	-	54850624	54850673	0	1	49	0	-1.81031287712408	0.00261496507315251
1809	chr1	54851072	54851121	DHCR24	0	-	54851072	54851121	0	1	49	0	-1.51998682324781	0.00328180754738938
1810	chr1	54851969	54852018	DHCR24	0	-	54851969	54852018	0	1	49	0	0.537022674732488	0.00234219151563098
1811	chr3	94060747	94060796	DHFRL1	0	-	94060747	94060796	0	1	49	0	-4.3040650931948	0.00253111871753975
1812	chr17	21191177	21191226	DHRS7B	0	+	21191177	21191226	0	1	49	0	0.584513339519182	0.00224482561843031
1813	chr4	24576473	24576522	DHX15	0	-	24576473	24576522	0	1	49	0	-0.974559639998129	0.00109184672040008
1814	chr3	47846544	47846593	DHX30	0	+	47846544	47846593	0	1	49	0	0.588918161022146	0.000644195237126554
1815	chr10	125836736	125836785	DHX32	0	-	125836736	125836785	0	1	49	0	4.24849524188834	3.89828452973529e-06
1816	chr10	125880870	125880919	DHX32	0	-	125880870	125880919	0	1	49	0	-0.541702374125341	0.00312761301146669
1817	chr14	95124302	95124351	DICER1	0	-	95124302	95124351	0	1	49	0	6.38772071596982	2.44047126951585e-09
1818	chr20	62878936	62878985	DIDO1	0	-	62878936	62878985	0	1	49	0	4.39444915467244	0.0043349497388333
1819	chr20	62880184	62880233	DIDO1	0	-	62880184	62880233	0	1	49	0	0.518188749538447	0.00229682347545868
1820	chr20	62880533	62880582	DIDO1	0	-	62880533	62880582	0	1	49	0	-1.20119116136406	0.00165957590910326
1821	chr20	62880983	62881032	DIDO1	0	-	62880983	62881032	0	1	49	0	1.33760749739991	0.00105870056575996
1822	chr20	62906004	62906053	DIDO1	0	-	62906004	62906053	0	1	49	0	4.06044301204997	0.000612372267931427
1823	chr20	62911290	62911339	DIDO1	0	-	62911290	62911339	0	1	49	0	4.81624115592533	3.08836550100278e-06
1824	chr1	209842615	209842664	DIEXF	0	+	209842615	209842664	0	1	49	0	5.32787616878958	0.000823919236332515
1825	chr21	46569466	46569515	DIP2A	0	+	46569466	46569515	0	1	49	0	4.82831374134684	9.22722825529299e-05
1826	chr19	2717215	2717264	DIRAS1	0	-	2717215	2717264	0	1	49	0	1.27879480721331	0.000122130258548126
1827	chr13	72759394	72759443	DIS3	0	-	72759394	72759443	0	1	49	0	5.6733232671715	0.000437701078357833
1828	chr2	232343470	232343519	DIS3L2	0	+	232343470	232343519	0	1	49	0	3.55534806096967	0.000609781220590189
1829	chr7	30372545	30372594	DKFZP586I1420	0	+	30372545	30372594	0	1	49	0	4.30945594034564	0.00377396724588508
1830	chr2	172102260	172102309	DLX2	0	-	172102260	172102309	0	1	49	0	5.46383180502562	0.000642956280532903
1831	chr5	119150160	119150209	DMXL1	0	+	119150160	119150209	0	1	49	0	5.82304589548303	0.000331986579112598
1832	chr15	51499249	51499298	DMXL2	0	-	51499249	51499298	0	1	49	0	-5.22574667370383	0.000332548095148266
1833	chr15	51499399	51499448	DMXL2	0	-	51499399	51499448	0	1	49	0	-1.51587378021669	0.00272507900533769
1834	chr14	49625766	49625815	DNAAF2	0	-	49625766	49625815	0	1	49	0	-2.31928694260824	0.000437335458868593
1835	chr14	49628026	49628075	DNAAF2	0	-	49628026	49628075	0	1	49	0	-0.73284705040663	0.00106021613083918
1836	chr14	49633354	49633403	DNAAF2	0	-	49633354	49633403	0	1	49	0	4.36944785246702	0.00143276067592168
1837	chr14	49633848	49633897	DNAAF2	0	-	49633848	49633897	0	1	49	0	-1.61490240690639	0.00414061067965321
1838	chr7	108573010	108573059	DNAJB9	0	+	108573010	108573059	0	1	49	0	3.3928291310015	0.00108356721582725
1839	chr1	6634467	6634516	DNAJC11	0	-	6634467	6634516	0	1	49	0	-0.754107880349634	0.000846687273982516
1840	chr12	55828117	55828166	DNAJC14	0	-	55828117	55828166	0	1	49	0	-1.0866896437112	0.000351960620556868
1841	chr7	73682408	73682457	DNAJC30	0	-	73682408	73682457	0	1	49	0	-0.826065640281429	0.00247712053248805
1842	chr10	73245998	73246047	DNAJC9	0	-	73245998	73246047	0	1	49	0	5.23644196282994	0.00029074038265231
1843	chr16	3654738	3654787	DNASE1	0	+	3654738	3654787	0	1	49	0	-1.46633706879343	0.000242701275155466
1844	chr1	93876656	93876705	DNTTIP2	0	-	93876656	93876705	0	1	49	0	-0.504890888246175	0.00302888585794248
1845	chr8	25411662	25411711	DOCK5	0	+	25411662	25411711	0	1	49	0	-2.64794627703245	0.00106748290194259
1846	chr9	334277	334326	DOCK8	0	+	334277	334326	0	1	49	0	4.30406509320417	0.00161249176680511
1847	chr2	74557060	74557109	DOK1	0	+	74557060	74557109	0	1	49	0	-1.36115838784835	0.000491152404046846
1848	chr8	21909364	21909413	DOK2	0	-	21909364	21909413	0	1	49	0	0.503486141275703	0.00261174357525407
1849	chr5	177503051	177503100	DOK3	0	-	177503051	177503100	0	1	49	0	0.532186750782385	0.00244115915452092
1850	chr5	177504056	177504105	DOK3	0	-	177504056	177504105	0	1	49	0	-0.827685115811644	0.000238094371294406
1851	chr9	128945922	128945971	DOLK	0	-	128945922	128945971	0	1	49	0	0.729677996789487	0.000537953281626535
1852	chr9	129089351	129089400	DOLPP1	0	+	129089351	129089400	0	1	49	0	4.94164242260931	0.00165396447190247
1853	chr21	36245592	36245641	DOPEY2	0	+	36245592	36245641	0	1	49	0	-0.693147180559947	0.00140411267106066
1854	chr17	2043133	2043182	DPH1	0	+	2043133	2043182	0	1	49	0	-0.973961342377186	0.000150353813024529
1855	chr1	93346612	93346661	DR1	0	+	93346612	93346661	0	1	49	0	1.18433682980907	0.00143886091246426
1856	chr6	56501217	56501550	DST	0	-	56501217	56501550	0	2	19,31	0,303	4.75359019110636	0.00231124561755658
1857	chr1	205163951	205169207	DSTYK	0	-	205163951	205169207	0	2	5,45	0,5212	0.688918844450425	0.000606906298109111
1858	chr7	76990319	76990368	DTX2P1-UPK3BP1-PMS2P11	0	+	76990319	76990368	0	1	49	0	-1.99488415364164	0.0032547913376989
1859	chr3	122569642	122569691	DTX3L	0	+	122569642	122569691	0	1	49	0	0.617967282052108	0.00236073376927437
1860	chr3	122569791	122569840	DTX3L	0	+	122569791	122569840	0	1	49	0	-1.00017221585486	0.0019260165450089
1861	chr11	59182006	59182055	DTX4	0	+	59182006	59182055	0	1	49	0	-3.49650756130545	0.000447662917976155
1862	chr1	221739187	221739236	DUSP10	0	-	221739187	221739236	0	1	49	0	-1.47837815346869	6.12329514745325e-05
1863	chr17	43769547	43769596	DUSP3	0	-	43769547	43769596	0	1	49	0	-2.23254124926112	4.14131965269516e-05
1864	chr12	89348923	89348972	DUSP6	0	-	89348923	89348972	0	1	49	0	1.42138568093116	0.000106606353204253
1865	chr12	89349323	89349372	DUSP6	0	-	89349323	89349372	0	1	49	0	-0.624391585144816	0.00240479599970822
1866	chr3	52050562	52050611	DUSP7	0	-	52050562	52050611	0	1	49	0	0.708582988689784	0.00154926515888853
1867	chr22	15826454	15826503	DUXAP8	0	+	15826454	15826503	0	1	49	0	0.726103268243242	0.00187642544578115
1868	chr22	15826552	15826601	DUXAP8	0	+	15826552	15826601	0	1	49	0	-1.06577351702106	0.00469890311656962
1869	chr14	101986260	101986309	DYNC1H1	0	+	101986260	101986309	0	1	49	0	1.21436636487293	8.62585561330897e-05
1870	chr16	66721943	66721992	DYNC1LI2	0	-	66721943	66721992	0	1	49	0	5.28826703068516	6.35703691909128e-08
1871	chr20	34534776	34540610	DYNLRB1	0	+	34534776	34540610	0	2	20,30	0,5805	1.24426834450395	8.73604266192762e-05
1872	chr21	37511996	37512045	DYRK1A	0	+	37511996	37512045	0	1	49	0	-1.29265875608591	0.00207457789944587
1873	chr12	67657152	67657201	DYRK2	0	+	67657152	67657201	0	1	49	0	2.61088645264856	0.00428340403089522
1874	chr15	55360098	55360147	DYX1C1-CCPG1	0	-	55360098	55360147	0	1	49	0	-1.64036821312539	0.00116759845251657
1875	chr6	20481262	20481311	E2F3	0	+	20481262	20481311	0	1	49	0	1.37020822336827	0.00277752483285654
1876	chr6	20488222	20490190	E2F3	0	+	20488222	20490190	0	2	27,23	0,1946	-0.883122586905349	0.00220157495597328
1877	chr16	2235399	2235448	E4F1	0	+	2235399	2235448	0	1	49	0	2.22631131563806	0.000144824093199491
1878	chr16	23524355	23524404	EARS2	0	-	23524355	23524404	0	1	49	0	5.93224518743865	5.15769971176638e-08
1879	chr9	37087817	37087866	EBLN3	0	+	37087817	37087866	0	1	49	0	5.48479693349065	0.000618755221099776
1880	chr10	133362680	133362729	ECHS1	0	-	133362680	133362729	0	1	49	0	-5.34233425195544	0.000664608472409567
1881	chr1	184690790	184690839	EDEM3	0	-	184690790	184690839	0	1	49	0	4.47733681447821	0.0037540103519369
1882	chr1	184693882	184693931	EDEM3	0	-	184693882	184693931	0	1	49	0	1.50246579288182	0.00480558987635227
1883	chr11	86244880	86244929	EED	0	+	86244880	86244929	0	1	49	0	-0.960990910792068	0.00435370842754679
1884	chr6	8015213	8015262	EEF1E1-BLOC1S5	0	-	8015213	8015262	0	1	49	0	4.06044301053705	4.7509338980567e-05
1885	chr6	8015811	8026398	EEF1E1-BLOC1S5	0	-	8015811	8026398	0	2	18,32	0,10556	-0.769827066144914	0.000216767536921791
1886	chr16	5084644	5084693	EEF2KMT	0	-	5084644	5084693	0	1	49	0	0.543442928689823	0.00423411889136782
1887	chr16	5085134	5085183	EEF2KMT	0	-	5085134	5085183	0	1	49	0	0.832771958131377	0.00220309202201718
1888	chr17	44851278	44851327	EFTUD2	0	-	44851278	44851327	0	1	49	0	2.03325215921876	3.88790085370516e-05
1889	chr1	231373999	231374048	EGLN1	0	-	231373999	231374048	0	1	49	0	-1.21421429837813	0.00154824445184876
1890	chr1	231421796	231421845	EGLN1	0	-	231421796	231421845	0	1	49	0	-1.43747349374009	0.000800301450760266
1891	chr19	40801191	40801240	EGLN2	0	+	40801191	40801240	0	1	49	0	1.19800263733943	0.00201770250123789
1892	chr19	40807495	40807544	EGLN2	0	+	40807495	40807544	0	1	49	0	4.89783979995091	0.00178857065040838
1893	chr2	62707077	62707126	EHBP1	0	+	62707077	62707126	0	1	49	0	-1.34578249220695	3.72991650439136e-05
1894	chr2	62707177	62707226	EHBP1	0	+	62707177	62707226	0	1	49	0	1.39901178559295	0.00275720206898877
1895	chr2	62949075	62949124	EHBP1	0	+	62949075	62949124	0	1	49	0	5.37527840768416	0.000755787211112025
1896	chr9	137716904	137716953	EHMT1	0	+	137716904	137716953	0	1	49	0	3.61091791018621	0.00185130449456572
1897	chr9	137728519	137743409	EHMT1	0	+	137728519	137743409	0	2	11,39	0,14852	-5.35658627466265	0.00235265155132525
1898	chr3	150572175	150572224	EIF2A	0	+	150572175	150572224	0	1	49	0	4.7361984483945	2.97374590143562e-05
1899	chr15	39976668	39976717	EIF2AK4	0	+	39976668	39976717	0	1	49	0	-1.97368971328554	0.00353865845651979
1900	chr12	123621269	123621318	EIF2B1	0	-	123621269	123621318	0	1	49	0	-0.504921492419123	0.000890062939420955
1901	chr20	34089555	34089604	EIF2S2	0	-	34089555	34089604	0	1	49	0	-1.92475993537342	1.94110090611099e-05
1902	chr10	119035525	119035574	EIF3A	0	-	119035525	119035574	0	1	49	0	-6.03548143251539	0.000539067997437859
1903	chr15	44536047	44536096	EIF3J-AS1	0	-	44536047	44536096	0	1	49	0	1.18246659910501	0.00332973460433517
1904	chr2	232581202	232581251	EIF4E2	0	+	232581202	232581251	0	1	49	0	1.70701824077294	0.0018098513723267
1905	chr2	232581451	232581500	EIF4E2	0	+	232581451	232581500	0	1	49	0	5.73979291217923	0.000387214419595771
1906	chr8	38060030	38060079	EIF4EBP1	0	+	38060030	38060079	0	1	49	0	0.567053170642202	0.000711918904897635
1907	chr3	184334759	184334808	EIF4G1	0	+	184334759	184334808	0	1	49	0	-5.94542060859721	0.000142193108729427
1908	chr1	20807039	20807088	EIF4G3	0	-	20807039	20807088	0	1	49	0	4.43081679884331	0.00407009883874876
1909	chr1	20807188	20807237	EIF4G3	0	-	20807188	20807237	0	1	49	0	0.973505545702841	0.000643906953855189
1910	chr2	99360267	99360316	EIF5B	0	+	99360267	99360316	0	1	49	0	1.28956473466134	0.000984267570500963
1911	chr18	50984379	50984428	ELAC1	0	+	50984379	50984428	0	1	49	0	-3.62100202881612	0.00447409200649551
1912	chr18	50986880	50986929	ELAC1	0	+	50986880	50986929	0	1	49	0	-2.47021593466227	0.00205646485684108
1913	chr18	50987128	50987177	ELAC1	0	+	50987128	50987177	0	1	49	0	-5.43372200354487	0.00134279071713184
1914	chr19	7963538	7963587	ELAVL1	0	-	7963538	7963587	0	1	49	0	1.04748294214535	0.000198018166869929
1915	chr13	40933115	40933164	ELF1	0	-	40933115	40933164	0	1	49	0	1.12613031756202	6.88914811043385e-05
1916	chr13	40933415	40933464	ELF1	0	-	40933415	40933464	0	1	49	0	-1.56204415275095	0.00310826686469412
1917	chr13	40933714	40933763	ELF1	0	-	40933714	40933763	0	1	49	0	1.08910581853728	0.000726689494369826
1918	chr13	40941004	40941053	ELF1	0	-	40941004	40941053	0	1	49	0	-0.808799382254319	0.00385105924639883
1919	chrX	130069625	130069674	ELF4	0	-	130069625	130069674	0	1	49	0	-0.962367190171991	0.00107209392990015
1920	chr12	96247506	96247555	ELK3	0	+	96247506	96247555	0	1	49	0	-3.15558097449589	0.000170915967989571
1921	chr1	205616541	205616590	ELK4	0	-	205616541	205616590	0	1	49	0	-1.21097525685515	0.000570955579063726
1922	chr5	95898416	95898465	ELL2	0	-	95898416	95898465	0	1	49	0	2.65926003693278	0.00454328731801479
1923	chr7	36855150	36855199	ELMO1	0	-	36855150	36855199	0	1	49	0	-0.8821480129604	0.000259522712112492
1924	chr14	73738611	73738660	ELMSAN1	0	-	73738611	73738660	0	1	49	0	-1.10109676199577	0.000389388695654636
1925	chr17	7259792	7259841	ELP5	0	+	7259792	7259841	0	1	49	0	5.11198778834718	3.12295511673e-08
1926	chr1	19219149	19219198	EMC1	0	-	19219149	19219198	0	1	49	0	-0.86653440862013	0.00479282989271967
1927	chr3	10003458	10003507	EMC3-AS1	0	+	10003458	10003507	0	1	49	0	-4.21212759771746	0.00193289536376118
1928	chr18	2892443	2906788	EMILIN2	0	+	2892443	2906788	0	2	44,6	0,14340	-0.86235460651004	0.000424979998713271
1929	chr18	2913895	2913944	EMILIN2	0	+	2913895	2913944	0	1	49	0	1.410483955591	0.00026303900649749
1930	chr11	95132402	95132451	ENDOD1	0	+	95132402	95132451	0	1	49	0	3.9512437184204	1.36592415245218e-06
1931	chr9	127815062	127815111	ENG	0	-	127815062	127815111	0	1	49	0	1.6402095710896	0.00368819433835033
1932	chr17	79087855	79087904	ENGASE	0	+	79087855	79087904	0	1	49	0	4.59511985013459	0.000950443011419
1933	chr18	670673	670722	ENOSF1	0	-	670673	670722	0	1	49	0	-0.775252807995311	0.000304864413011696
1934	chr10	95876918	95876967	ENTPD1	0	+	95876918	95876967	0	1	49	0	-1.92641635357847	0.00393341797950486
1935	chr22	41117445	41117494	EP300	0	+	41117445	41117494	0	1	49	0	1.52605630349495	0.00283709330963955
1936	chr22	41177888	41177937	EP300	0	+	41177888	41177937	0	1	49	0	-1.91692261218206	0.000214915346357536
1937	chr22	41178286	41178335	EP300	0	+	41178286	41178335	0	1	49	0	-1.29201609708486	0.00206556384081724
1938	chr12	132078622	132078671	EP400	0	+	132078622	132078671	0	1	49	0	-1.60081185771433	0.000157461680851845
1939	chr2	148784819	148784868	EPC2	0	+	148784819	148784868	0	1	49	0	-0.750305594399871	0.000280898179143118
1940	chr7	37950650	37950699	EPDR1	0	+	37950650	37950699	0	1	49	0	4.26267987719981	0.000176683871731864
1941	chr18	45849909	45849958	EPG5	0	-	45849909	45849958	0	1	49	0	1.22101427018074	0.00415842210085448
1942	chr18	45951141	45951190	EPG5	0	-	45951141	45951190	0	1	49	0	6.00388706710654	0.000237365893089314
1943	chr18	45954802	45954851	EPG5	0	-	45954802	45954851	0	1	49	0	-1.60106966274757	4.37764144349817e-05
1944	chr6	145626888	145626937	EPM2A	0	-	145626888	145626937	0	1	49	0	-0.634016657333122	0.000905902955658844
1945	chr3	36991108	36991157	EPM2AIP1	0	-	36991108	36991157	0	1	49	0	4.57471097850338	0.0031669971077346
1946	chr3	36991208	36991257	EPM2AIP1	0	-	36991208	36991257	0	1	49	0	-1.8551812956679	0.00297756694736373
1947	chr3	36991657	36991706	EPM2AIP1	0	-	36991657	36991706	0	1	49	0	4.47733681447821	0.0037540103519369
1948	chr5	66054702	66054751	ERBB2IP	0	+	66054702	66054751	0	1	49	0	1.57676713014455	0.00169113329636628
1949	chr5	66078429	66078478	ERBB2IP	0	+	66078429	66078478	0	1	49	0	-3.43398720421293	9.54643223189944e-05
1950	chr12	1083256	1083305	ERC1	0	+	1083256	1083305	0	1	49	0	-0.82773733453271	0.00148990014127215
1951	chr12	1083405	1083454	ERC1	0	+	1083405	1083454	0	1	49	0	0.60597834556701	0.000854877288245071
1952	chr12	1141659	1141708	ERC1	0	+	1141659	1141708	0	1	49	0	5.60947179529009	2.63711013082091e-06
1953	chr12	1490449	1490498	ERC1	0	+	1490449	1490498	0	1	49	0	5.20948615284142	0.00102141491712471
1954	chr16	13935366	13935415	ERCC4	0	+	13935366	13935415	0	1	49	0	-0.523419257337824	0.00121359720757097
